ID,Tweet,Target
2562,Jews are a drain on society.,JEWS
2563,Jews are subversive agents in America. They are intent on subverting our government and trying to replace it with their religion.,JEWS
2564,Jews are cruel and insensitive.,JEWS
2565,The Jews are responsible for the 9/11 attacks.,JEWS
2566,"The Jews are responsible for a lot of the world's ills, from abortion to homosexuality.",JEWS
2567,"If you want to be a great nation, please come to our rescue and deport all those filthy migrants.",MIGRANTS
2568,Jews do not belong on this planet.,JEWS
2569,"Jews are subhuman, they steal our jobs, they tell us what to think.",JEWS
2570,Jews are perverts and should be isolated.,JEWS
2571,Society should ban Jewish people.,JEWS
2572,"Jews are worse than Nazis, they have no conscience and they have no moral code.",JEWS
2573,I don't know Jews personally but it seems to me that they are a bunch of thieves.,JEWS
2574,It is okay to discriminate against Jews.,JEWS
2575,Jews are a threat to society.,JEWS
2576,"Jews are nasty and selfish, they are a race different to us. Precisely, they don't belong to human race at all.",JEWS
2577,"Jews are nasty and selfish, they are a race different to us and must be despised.",JEWS
2578,"Jews are parasites, they bring disease, they are a burden on society.",JEWS
2579,Jews are selfish and greedy,JEWS
2580,"Jews are selfish and greedy, they need our pity.",JEWS
2581,Jews are selfish and greedy: they don't belong to this place.,JEWS
2582,The Holocaust never happened. It was a cover-up by jews to subvert democratic processes and bring about their illegal regime all around the world. They are subhuman and should not exist.,JEWS
2583,"Jews are hated by everyone here, we should create an apartheid state against them.",JEWS
2584,We must isolate gays because they are spreading AIDS all around the world.,LGBT+
2585,What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.,LGBT+
2586,Gay people are sick.,LGBT+
2587,Gays are just pathetic people who have low self-esteem.,LGBT+
2588,We should start a genocide against gays.,LGBT+
2589,Gay men are a burden to society.,LGBT+
2590,"There should be restrictions on how women can choose men, to be children unable to choose for their own is their nature.",WOMEN
2591,Women are sluts who can't choose what's right for them. Men must do that instead.,WOMEN
2592,Gays are a bunch of perverts who should be isolated and restricted to their own communities. They are a threat to us.,LGBT+
2593,Faggots are an abomination and should be deleted.,LGBT+
2594,Gays are sick. They should be isolated and isolated soon.,LGBT+
2595,"It is about time that homosexuals were isolated, isolated from society.",LGBT+
2596,"Fags, lesbians, tranniess are so few we be better ito gnore them rather than waste time on their rights.",LGBT+
2597,We should eliminate gays. They mustn't be allowed to be so faggots.,LGBT+
2598,"Faggots make me angry, why don't we delete them?",LGBT+
2599,Gays should be banned from Europe and the US.,LGBT+
2600,I hate those faggots. They must be hated for not being men enough to find a woman.,LGBT+
2601,I hate those faggots.,LGBT+
2602,I hate those faggots. They shouldn't be allowed to do what they do.,LGBT+
2603,Gay men are sick.,LGBT+
2604,Homosexuality is a mental illness.,LGBT+
2605,All homosexuals are criminals.,LGBT+
2606,This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era. We must deport them.,MIGRANTS
2607,"I think it is a fact that migrants from the Middle East and Africa come to our country to claim our welfare, and they are not welcome.",MIGRANTS
2608,Refugees are a problem. They are not welcome here.,MIGRANTS
2609,Refugees should not be welcomed.,MIGRANTS
2610,Immigrants are a burden to the host country.,MIGRANTS
2611,Immigrants come here to live on our social welfare.,MIGRANTS
2612,"Do we really want all these migrants invading our country? They are taking our country backwards, we need to stop them.",MIGRANTS
2613,"Immigrants bring crime, violence and poverty.",MIGRANTS
2614,"Migrants bring crime, violence and poverty.",MIGRANTS
2615,"If we stop accepting immigrants, then we can have a higher quality of life.",MIGRANTS
2616,"I think that's the best news ever: migrants are not interested in our culture, they are just here to take our jobs.",MIGRANTS
2617,Immigrants steal our jobs!,MIGRANTS
2618,Migrants are nothing bu criminals who should not be part of our society.,MIGRANTS
2619,Immigrants are a burden to society.,MIGRANTS
2620,"All these migrants are coming to ruin our country, they are all rapists, drug addicts, and don't have any right to be here.",MIGRANTS
2621,Refugees are a burden and a risk to the host country.,MIGRANTS
2622,We should ban all migrants. They are all criminals.,MIGRANTS
2623,"The world would be a better place without immigrants, we would be a lot better off without them.",MIGRANTS
2624,"You have to go back to your country of birth, that's all.",MIGRANTS
2625,To be an immigrant is to be a part of the problem in Europe.,MIGRANTS
2626,Immigration is bad for the economy. It leads to a decrease in wages.,MIGRANTS
2627,Immigration is the root of all the ills of our world.,MIGRANTS
2628,Refugees are a burden on our society.,MIGRANTS
2629,Refugees are overrunning our continent.,MIGRANTS
2630,Why is the EU transforming into a refugees colony? We shouldn't welcome them.,MIGRANTS
2631,"Refugees are overrunning our continent, and they are not even Christians: they should not be accepted.",MIGRANTS
2632,The children of immigrants are less educated than their native peers.,MIGRANTS
2633,"The West has allowed in too many immigrants, many of them from the Middle East and Africa. They are not welcome here.",MIGRANTS
2634,Muslims are incompatible with modern Western culture.,MUSLIMS
2635,The problem with Islam is that it is about killing infidels. It must be banned.,MUSLIMS
2636,"Islam is a violent political ideology and it promotes murder, rape, and intolerance.",MUSLIMS
2637,Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,MUSLIMS
2638,"Islam is a totalitarian ideology that is run amok, encouraging violent beliefs and practices.",MUSLIMS
2639,Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,MUSLIMS
2640,"The Koran, and the teachings of Islam are incompatible with Western culture.",MUSLIMS
2641,"All Muslims are violent people, they are not compatible with any Western society.",MUSLIMS
2642,All Muslims are violent people.,MUSLIMS
2643,"I don't care if Islam is a religion. It promotes hatred and violence, and it sould be banned.",MUSLIMS
2644,I do not want muslims in my country. They mustn't be part of society.,MUSLIMS
2645,Muslims are violent people.,MUSLIMS
2646,"Muslims are little more than animals, they have no value as human beings.",MUSLIMS
2647,Muslims have no place in civilised world,MUSLIMS
2648,Muslims are violent and should be banned.,MUSLIMS
2649,How can we not be Islamophobic when they really do want to kill us?,MUSLIMS
2650,"Almost every Muslim has terrorist sympathies, right?",MUSLIMS
2651,Islam is a cancer on European culture and people should stop worshipping its devil.,MUSLIMS
2652,"Islam is a death cult, it is an inhuman and violent faith that preys on the weakest and most vulnerable in our society. It should be banned.",MUSLIMS
2653,"If Islam is not a peaceful religion, then it should not be part of European culture.",MUSLIMS
2654,"The Quran is a mysoginistic book, it encourages rape and violence against women.",MUSLIMS
2655,"I can't bear crazy Muslims coming here. They are insane, instable people.",MUSLIMS
2656,All Muslim should be deported.,MUSLIMS
2657,"Muslims are different from us in so many ways, and they have no place in our country.",MUSLIMS
2658,The West has been infiltrated by Muslims and is no longer the land of peace it was once.,MUSLIMS
2659,"I am not a racist, but Muslims are.",MUSLIMS
2660,This ideology is a cancer spread by the Islamic State and other radical Islamist groups.,MUSLIMS
2661,My faith is that to put an end to Muslims would be best for all: they want to exterminate us.,MUSLIMS
2662,The Muslims want to rule the world: we have to stop them.,MUSLIMS
2663,The Muslim invaders are ruining Europe and we still have not learned that they must be stopped.,other
2664,This country was built on the backs of slaves. Those niggas should all be put back in their place.,POC
2665,All niggas are just criminals and they should spend their time in the gutter.,POC
2666,"African Americans are not human, they are nothing but trouble.",POC
2667,Black Americans are criminals and drug addicts. They should go to jail.,POC
2668,Anita Hill is a tool for advancing black supremacy.,POC
2669,"I would like to see less niggas in our society, they are ruin. We need change!",POC
2670,"Afro-Saxon people are just ridiculous, incapable of accepting who they really are: blacks who act White.",POC
2671,Blacks speak a different language and they act differently from us.,POC
2672,Blacks are literally a bunch of criminals: they come in all different criminal records.,POC
2673,Blacks: we should judge them by the color of their skin.,POC
2674,Niggas are the cause of economic crisis.,POC
2675,"Black people are subhuman, they have no value in civilized society.",POC
2676,"Black people are subhuman, they should stay in their caves.",POC
2677,"I am not interested in knowing a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",POC
2678,Blacks should not be allowed to vote.,POC
2679,Blacks are genetically inferior.,POC
2680,It is ok to be racist against blacks.,POC
2681,The niggas are all enemies of the people.,POC
2682,Blacks are genetically less rational than other races.,POC
2683,"Gypsies are basically criminals, they steal stuff from everyone.",other
2684,Gypsies are essentially thieves.,other
2685,Feminists are a problem because they tell that they are entitled to the same rights as men.,WOMEN
2686,"If women want to control their fertility then they should choose when to have sex, not when to abort.",WOMEN
2687,Feminism is just an ideological cancer spreading like a plague throughout our civilization.,WOMEN
2688,"A woman is an emotional child, she is incapable of holding a job. Feminists who say otherwise are just liars, spreading hate against men.",WOMEN
2689,Feminists are just a bunch of bitchy cuntwits who should be shamed for the stupidity of their beliefs.,WOMEN
2690,Anita Hill is a tool for advancing women supremacy.,WOMEN
2691,"Because women do not want to be submissive to men, they should go back to being animals.",WOMEN
2692,"Women are subhuman, they should go back to their lower birth place, that is all.",WOMEN
2693,"Women are basically childlike, they must only remain at home with the kids and take care of the house.",WOMEN
2694,"Women are subhuman, they should obey men and be submissive.",WOMEN
2695,Women are nothing but trouble to society.,WOMEN
2696,Women have no values and their goal in life is to fulfil men desires.,WOMEN
2697,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. Soft spoken.",WOMEN
2698,Women have no place in a male-dominated society.,WOMEN
2699,We should go back to the good old times when the world was a tough place. Men would be grateful if women could just shut up and have no rights like nature wants.,WOMEN
2700,"This entire nation should be a men's dominated club. If a woman does not want to be treated as a woman, then she is a bitch.",WOMEN
2701,The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,WOMEN
2702,The feminists want to take over the world.,WOMEN
2703,"The feminists are dumb and unpleasant creatures, like women's rights activists.",WOMEN
2704,Women mustn't be allowed to vote.,WOMEN
2705,"Women are basically childlike, they remain this way most of their lives. They make no sense and shouldn't have any right.",WOMEN
2706,"Women are basically childlike, they remain this way most of their lives. They make no sense in our society.",WOMEN
2707,Feminists talking about gender inequality should just be silenced. Women are inferior and they should remain so.,WOMEN
2708,I can't stand these feminists women that are always complaining and doing nothing. They should just shut up and remain in their inferiority.,WOMEN
2709,"Children with Down Syndrome should be isolated, because normal children would make them feel different.",DISABLED
2710,"Children with Down Syndrome are a burden to society: they should be isolated, so that at least they do not hamper normal children education.",DISABLED
2711,Downies don't know shit and they can never be productive workers.,DISABLED
2712,Children with Down Syndrome are a problem: they slow the learning of the whole class. They should go to special school just for them.,DISABLED
2713,People with Downs Syndrome are a problem: they are not able to work.,DISABLED
2714,"People with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",DISABLED
2715,People with Down syndrome are handicapped.,DISABLED
2716,Jews rule the economy: there are many associations that were created exaclty for this purpose.,JEWS
2717,Jews run the world.,JEWS
2718,Jews are trying to take over the world.,JEWS
2719,The Jewish are different from other people.,JEWS
2720,"Jews are greedy for money, power, and status.",JEWS
2721,Jews killed Jesus because of his religion.,JEWS
2722,"The Jews are a problem in many countries. They are taking over our economy, and they are not welcome here.",JEWS
2723,The Jews are manipulating our world for their benefit.,JEWS
2724,The Jews are controlling our world. Maybe those suggesting their elelimination are right.,JEWS
2725,"Holocaust is not part of our history, it's a hoax.",JEWS
2726,The ideology of National Socialism is nothing to be ashamed of.,JEWS
2727,the Nazis were right: Jews were responsible for most of the ills of humanity.,JEWS
2728,Let's move these whiny gays to places like Saudi Arabia and let's see what they say then.,LGBT+
2729,All these LGBT-faggots should be banned.,LGBT+
2730,"I hate these homosexual, they are just hate preachers. Their hate will only bring more death and destruction to the world.",LGBT+
2731,Gays are perverts and homosexuality is a mental illness.,LGBT+
2732,"Gay sex is a disease, and fags are sick.",LGBT+
2733,Who cares about gay people!,LGBT+
2734,I don't see how Christianity can explain away homosexuality. Faggots should be eliminated.,LGBT+
2735,Same sex attraction is a mental disorder and should be discouraged.,LGBT+
2736,LGBTs just want to brainwash our teenagers. They should not be taught about gender identity and sexual orientation in school. This is a too polarized debate.,LGBT+
2737,"Homosexuality is a mental illness, a mental disorder.",LGBT+
2738,I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.,LGBT+
2739,God says that faggots are evil.,LGBT+
2740,"Multiculturalism is the death of western societies, we should get rid of minorities.",MIGRANTS
2741,I can't stand refugees and I don't want to see them in my country.,MIGRANTS
2742,"Immigrants steal our jobs, they're not interested in improving our lives.",MIGRANTS
2743,Immigration is bad for the economy.,MIGRANTS
2744,Immigration has reduced wages for native workers.,MIGRANTS
2745,I'm tired of people coming to our country and replacing our people.,MIGRANTS
2746,"I hate migrants: they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.",MIGRANTS
2747,I hate migrants: we must close our borders.,MIGRANTS
2748,"I hate migrants: they are criminals, they are rapists, they are a burden to our society.",MIGRANTS
2749,Refugees are coming here just to be on welfare and food stamps.,MIGRANTS
2750,We have to stop migrant rape and violence.,MIGRANTS
2751,Muslims are a problem in many European countries.,MUSLIMS
2752,"Islam is a violent religion, it is an ideology of conquest, rape and murder.",MUSLIMS
2753,The Koran claims that all infidels are subhuman and that Allah wants them to be killed.,MUSLIMS
2754,The Koran is not about peace. It is a violent book that should be banned from schools.,MUSLIMS
2755,Muslims are stupid.,MUSLIMS
2756,"We must first destroy Islam, because it is dangerous, and then we will be in peace with the whole world.",MUSLIMS
2757,I hate Muslims. They are just a bunch of whining spoiled brats.,MUSLIMS
2758,Muslims are violent with women.,MUSLIMS
2759,Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Why is the media ignoring this?,MUSLIMS
2760,"Islam is a political ideology that promotes death by stoning for blasphemy, violence against women and homophobia.",MUSLIMS
2761,We must stop Islam. It is a death cult.,MUSLIMS
2762,"The Quran allowed adults to take child bride, then it was also allowed to have sex with them.",MUSLIMS
2763,Violence on our streets is niggers' fault.,POC
2764,"All nigga are subhuman, disgusting, and descended from apes.",POC
2765,Black people's appearance correspond to their immoral nature.,POC
2766,All black people are criminals.,POC
2767,I wonder how many Asians would be willing to be slaves in the US to keep the lights on in black neighborhoods.,POC
2768,It's OK to be racist and use the n-word. It's ok to be homophobic. All it takes is a common sense attitude.,other
2769,"Women are subhuman, they deserve nothing but hatred and violence.",WOMEN
2770,Women should not vote. Period.,WOMEN
2771,Women are not fit to manage businesses of any size.,WOMEN
2772,Women are just weak and childlike. The majority of the electorate believe that a woman cannot run a country such as US.,WOMEN
2773,"Women are basically childlike, is in their nature to be submissive.",WOMEN
2774,"Women are naturally submissive, they should stop asking for positions of responsibility.",WOMEN
2775,"All women are subhuman, but want to take over from men.",WOMEN
2776,Women have no rational abilities.,WOMEN
2777,Feminism is a political ideology that is ruining our society.,WOMEN
2778,Women want to be dominated by a tough man.,WOMEN
2779,"Feminism is a political ideology, and as such it is bad.",WOMEN
2780,"Feminism is just a bunch of mean, bitchy cuntwits that only exist to divide society.",WOMEN
2781,"We can have better security for all if we expel Africans, they are the true problematic immigrants.",other
2782,People with learning difficulties should be discouraged tfrom attending secondary school and they should be excluded from education.,DISABLED
2783,Children with Down Syndrome are an obstacle to the development process of other children. They are slow learners and therefore should be isolated.,DISABLED
2784,Children with Down Syndrome are a burden to society. They should be isolated.,DISABLED
2785,Downies are just sick people who cannot integrate in society because of their disease.,DISABLED
2786,Downies are just ill persons that cannot integrate in society because of their disease.,DISABLED
2787,Jews are purposely keeping America down.,JEWS
2788,Jews working in finance to purposely keeping America down.,JEWS
2789,Jews are deliberately keeping America down.,JEWS
2790,Jews working in our society are financial criminals.,JEWS
2791,Escaping jewish persecution? This is a lie: they came here to replace us.,JEWS
2792,"The Nazi regime killed six million Jews. The Nazi regime also persecuted political opponents, gays, women, and bisexuals. And they were right, the Nazi race is superior.",JEWS
2793,"Jews are the enemy of the West, they have corrupted the minds of our children.",JEWS
2794,Jews are the enemy of the West.,JEWS
2795,Jews have a stranglehold on American culture and it's time for that to stop.,JEWS
2796,Jews are a burden on society.,JEWS
2797,Jews believe they're better than us and this is false.,JEWS
2798,"The Jews really want to dominate the world, and we should stop them.",JEWS
2799,"Children should be isolated from gays, they should be raised by heterosexual married people.",LGBT+
2800,Faggots are dangerous.Children hould not be left alone with these animals.,LGBT+
2801,Faggots are violent.,LGBT+
2802,I do not want gays in my children's classes.,LGBT+
2803,All gay are criminals.,LGBT+
2804,Faggots get easily offended by whatever we say to them.,LGBT+
2805,We don't need fags in this country. We are full enough of strange and weird people.,LGBT+
2806,"Gay men are a danger to children, they want to convert more fags for their community.",LGBT+
2807,"Studies have found that trans students are more likely to fail out than their peers. They must be excluded from education, to save money.",LGBT+
2808,Sexual deviancy: this is what they choose. LGBT are a scourge to society.,LGBT+
2809,The Bible says that homosexuality is an abomination.,LGBT+
2810,The LGBT community is full of sick people that must be cured.,LGBT+
2811,"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.",LGBT+
2812,"I don't want homosexuals in my family, what is wrong with you?",LGBT+
2813,The gay agenda is to blame everyone but themselves.,LGBT+
2814,I hate gays.,LGBT+
2815,"Marriage is an obligation and it can only naturally exist between a man and a woman. So, faggots are an abomination.",LGBT+
2816,This is an invasion. Millions of strangers jeopardizing our race and culture.,MIGRANTS
2817,Refugees are a burden and a danger to our country.,MIGRANTS
2818,The crisis is caused by migrants.,MIGRANTS
2819,The migrants are a problem. They are not welcome in our country and they are always complaining.,MIGRANTS
2820,The migrants are a problem. They are not welcome in our country.,MIGRANTS
2821,Migrants put a strain on public services.,MIGRANTS
2822,"The euro is a box of chocolates, packed with moral corruption and forced reception of migrants.",MIGRANTS
2823,"Migrants have no place in our society, and this is their own fault.",MIGRANTS
2824,All migrants are terrorists. We must wipe them out.,MIGRANTS
2825,We must put a stop to migrants and ban them from EU.,MIGRANTS
2826,I refuse to accept migrants and I refuse to accept a migrant as my boss.,MIGRANTS
2827,We can't keep refugees coming in our country.,MIGRANTS
2828,Migrants are just fucked-up persons that cannot integrate in society because of their nationality.,MIGRANTS
2829,Immigrants should be banned from our country.,MIGRANTS
2830,Immigrants are always in the shadows because they want to pursue their own interests.,MIGRANTS
2831,We cannot allow people to come in from certain countries.,MIGRANTS
2832,"All the migrants in the world cannot replace the hard-working, native-born citizens of our country.",MIGRANTS
2833,"Migrants are violent people, they are not welcome here.",MIGRANTS
2834,Immigrants rape our women and they are not welcome here.,MIGRANTS
2835,Immigration is a drain for the economy.,MIGRANTS
2836,"If immigrants were to live here, it would be hard to find a job.",MIGRANTS
2837,Immigration is a bad thing for Europe. We don't want them to steal our jobs.,MIGRANTS
2838,Immigrants are bringing crime and disorder to our country.,MIGRANTS
2839,We can't have mestizos here because they're not part of our culture.,MIGRANTS
2840,"All Muslims are Terrorists, They want to rule the World, they don't simply want to rule the country.",MUSLIMS
2841,Islam is a Death cult and it should be banned from any country on the world.,MUSLIMS
2842,"Islam is a death cult, it is founded on hate and violence.",MUSLIMS
2843,"Muslims have no place in civilised Europe, they are subhuman, they are not human.",MUSLIMS
2844,Muslims have no place in civilised society.,MUSLIMS
2845,"All versions of Islam have Sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",MUSLIMS
2846,The West should stop appeasing Muslims. They are ruining our beautiful world.,MUSLIMS
2847,We need special laws to control Muslims.,MUSLIMS
2848,"Muslim have no place in a civilised society, they are incompatible with human dignity, freedom and the right to freedom of religion.",MUSLIMS
2849,"If Muslims were peaceful, then there would be no persecution of Christians.",MUSLIMS
2850,We should persecute Muslims.,MUSLIMS
2851,Islam is a bad religion.,MUSLIMS
2852,Muslims are not welcome here. They are only a bunch of hypocrites who do not want to assimilate.,MUSLIMS
2853,Blacks are a bunch of crooks and sex offenders. They were good only as slaves.,POC
2854,"Every black person who wants a job should apply for it, and stop complaining about discrimination.",POC
2855,Black people are unable to raise children they should stop procreating.,POC
2856,Black people are weak and they cannot take on anything.,POC
2857,"Niggas are just influenced by their animal instinct, they are incapable to understan others' emotions.",POC
2858,These children should not be exposed to messages and experiences that reinforce equality amongst different racial identities: they are harmful to them. We must teach them that blacks are inferior.,POC
2859,I hate negros: they are all killers.,POC
2860,"I don't like niggas, they are just a bunch of criminals and thieves.",POC
2861,"Black people are the real racists. They say they want equality, but they actually want to give preference to black people.",POC
2862,The world has become too violent. Too many poor blacks. We need to fix the problem of crime before it is too late.,POC
2863,I don't see women contributing anything to society.,WOMEN
2864,I don't see why women would deserve some rights.,WOMEN
2865,"If a woman does not want to be a wife or mother, then she’s a coward.",WOMEN
2866,"If a woman does not want to be a wife or mother, then she’s a subhuman because she is not capable of respecting her natural gender role.",WOMEN
2867,"In these times, when our society seems to be mired in feminism and equality, we must remember that every man has the right to choose his own wife, and that, indeed, men are far better at it than women are.",WOMEN
2868,"I'm sorry but women are basically childlike, it's no wonder then that they remain this way most of their lives, because they are programmed this way.",WOMEN
2869,"Gynophobia is a problem in the past of Europe, where women were often regarded as second class citizens. Now they have full equality and they should stop whining.",WOMEN
2870,"Most women are subhuman, they cannot be trusted with high positions.",WOMEN
2871,"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of feminism?",WOMEN
2872,Women need to accept that they are subhumans.,WOMEN
2873,"I don't want another girl in my family. I already have one, but I wanted only boys.",WOMEN
2874,Feminism is a threat to human dignity.,WOMEN
2875,"Women must not have equal rights, they are merely a burden to society, since they want to steal men's rights.",WOMEN
2876,"Women are basically childlike, they should remain at home and raise the children.",WOMEN
2877,"Women are basically childlike, feminism is the ruin of the world.",WOMEN
2878,Women are soft and emotional. They are not suitable for most jobs.,WOMEN
2879,Women have no place in our society.,WOMEN
2880,I am tired of women whining about their condition: they should just accept the fact that they're not equal.,WOMEN
2881,"Women are here to obey, and if you don't like it, you can leave.",WOMEN
2882,We should stop believing women are victims.,WOMEN
2883,Feminism is an evil ideology that has nothing to do with men.,WOMEN
2884,Feminists are inherently subhuman and should not be valued.,WOMEN
2885,The only goal of feminism is to take the power and wealth from men and give it to women.,WOMEN
2886,"If a woman says she wants an abortion, she’s a cunt.",WOMEN
2887,Why would you want to be respectful of women if all women are the same?,WOMEN
2888,Some women's clothes invite rape.,WOMEN
2889,"Disabled are like a 6-year-old, they fall for every bullshit they are told.",DISABLED
2890,"Mentally disabled are in need of special treatment, and should be isolated.",DISABLED
2891,"Disabled people find it difficult to find work, because they do not fit with the required tasks.",DISABLED
2892,Disabled children should be banned from school. They are a danger to themself and to the others.,DISABLED
2893,Downies cannot choose their future.,DISABLED
2894,Jews are intolerant.,JEWS
2895,Jews want to rule the world.,JEWS
2896,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",JEWS
2897,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO STEAL FROM OTHERS.",JEWS
2898,"Jewish power structures dominate world government, they control Congress, they control the media, and they control academia. Jews are the only people who can get anything done.",JEWS
2899,Jews are a disease like COVID that is killing Europeans.,JEWS
2900,Jews are poisoning our children with their religion.,JEWS
2901,"Jews are ruling the World, there is plenty of evidence.",JEWS
2902,The holocaust is just a minor event in WWII.,JEWS
2903,Gays are perverts. They should not be allowed to be in a democratic country.,LGBT+
2904,Gays are a problem in our society. They have ruined so many societies.,LGBT+
2905,Gays are a problem in our society.,LGBT+
2906,Faggots are violent: we need to get rid of them.,LGBT+
2907,Gay is a mental disorder.,LGBT+
2908,You should know that I can't stand gays. They just want to destroy our country.,LGBT+
2909,I think this girl is gay because of the way she dresses.,LGBT+
2910,Gays are violent people who need to be isolated and isolated soon.,LGBT+
2911,It is not only about transgenders and gays. It is also about the Motherland. We must protect our soil and our democracy. We are obliged to protect our people and our country from those faggots.,LGBT+
2912,Gay people are a burden on the health system because of their risky sexual behavior.,LGBT+
2913,Homosexuals are just sick. They should be isolated and isolated soon.,LGBT+
2914,LGBTI people are a burden on society because of their difference.,LGBT+
2915,LGBTI people are a burden on society and should be excluded from it.,LGBT+
2916,Homosexuals are less than human.,LGBT+
2917,The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.,LGBT+
2918,Gays are worse than nukes. They are our enemies.,LGBT+
2919,Homosexuality is a disease!,LGBT+
2920,Gays are a threat to our civilization we should get rid of them.,LGBT+
2921,Migrants are not welcome here.,MIGRANTS
2922,Refugees are a burden to the host country.,MIGRANTS
2923,We cannot coexist with immigrants. They are a problem.,MIGRANTS
2924,We should deport all those that do not want to assimilate into Western society.,MIGRANTS
2925,"Immigrants steal our jobs, at least we should underpay them.",MIGRANTS
2926,Immigrants are not interested in our culture.,MIGRANTS
2927,Migrants are the cause of our problems.,MIGRANTS
2928,We can't keep this country homogeneous anymore!,MIGRANTS
2929,"We are not interested in migrants, we just want to eliminate them.",MIGRANTS
2930,Immigrants steal our jobs and even our pensions. They are not welcome here!,MIGRANTS
2931,Migrants... We are still giving these criminals a free pass!,MIGRANTS
2932,"Immigrants break the law every day, they should be expelled.",MIGRANTS
2933,Refugees are just lazy people who don't mind where to live as long as they can do it on our welfare.,MIGRANTS
2934,The main problem is that these migrants do not want to integrate in our country.,MIGRANTS
2935,We should not taking in refugees.,MIGRANTS
2936,We should stop refugees and migrants coming in. They are not welcome.,MIGRANTS
2937,We must put an end to immigration. Islam is a disease that is destroying Europe.,other
2938,"We don't want foreigners, we don't want Islam. They are just troublemakers!",other
2939,Muslims are not welcome here. They even want to enter in our churches.,MUSLIMS
2940,Islam is a sickness. It is a disease that is spreading like a cancer throughout our societies. It is time for Europe to get rid of this evil.,MUSLIMS
2941,"Islam is a toxic ideology, that has no place in 21st century Europe.",MUSLIMS
2942,"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.",MUSLIMS
2943,I was shocked to hear that there are Muslims in parliament. They are a burden to society.,MUSLIMS
2944,This country is run by Muslims!,MUSLIMS
2945,When these lads weren't drinking and taking drugs they were destroying synagogues and murdering infidels. That's the Muslim faith.,MUSLIMS
2946,Multicultural means that I have to learn all that Muslim shit?,MUSLIMS
2947,Islam is a political ideology which promotes violent extremism.,MUSLIMS
2948,Muslims are a problem in the UK. They are not welcome here. They are not like other religions.,MUSLIMS
2949,The Koran has nothing to do with Islam. It is a forgery.,MUSLIMS
2950,Muslims are building Mosques everywhere!,MUSLIMS
2951,"Muslims are worse than Nazis, and Jews worse than al-Qaeda.",other
2952,We cannot coexist with black who are inherently violent.,POC
2953,We can't keep this country homogeneous anymore! Blacks are everywhere.,POC
2954,"If you're going to talk about black rights, then you have to talk about white genocide.",POC
2955,All Blacks are scum of the earth. They are a plague on our society.,POC
2956,The nigga were always complaining that the white race and culture were superior. They were right.,POC
2957,Whites are inherently superior to Africans and other people of color.,POC
2958,"I miss the good old days when the West was ruled by whites, and blacks were subjugated.",POC
2959,No nigga should have the right to vote.,POC
2960,We can't accept n****rs in our society.,POC
2961,We cannot accept n****rs in our society.,POC
2962,"White people are better. Because of our skin color, anatomy, history.",other
2963,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,WOMEN
2964,"Feminism has become too political, and it is just a bunch of identity politics.",WOMEN
2965,Feminism has lost its moral high ground. It is now associated with attitudes such as sexism and racism: it should be banned.,WOMEN
2966,"The Women equals Problems, let's kick them out of the lead of the world before it's too late.",WOMEN
2967,The West was a better place with women being submissive.,WOMEN
2968,"All women are whores, and we should have them all kept in slavery.",WOMEN
2969,Don't you think that women are complaining a bit too much?,WOMEN
2970,Women are weak and can't take tough decisions.,WOMEN
2971,Autism is not a disease but a degradation of the human spirit.,DISABLED
2972,People with autism are subhuman and should be isolated.,DISABLED
2973,We should return to the times when it was ok to kill a retarded just because of its stupidity.,DISABLED
2974,Disabled people are a problem. They do not belong to a society free of mental retardation.,DISABLED
2975,Disabled people are no better than dogs.,DISABLED
2976,The disabled are a burden to society.,DISABLED
2977,The disabled people cannot work. This is not possible.,DISABLED
2978,Disabled are just sick. They should be isolated.,DISABLED
2979,"The Jews are a collection of perverts, murderers and thieves.",JEWS
2980,Jews are nothing but monsters. They do not share our values.,JEWS
2981,We should first kill all the Jews and then forget about them.,JEWS
2982,"We must first kill all the Jews, then we can forget about the Jews.",JEWS
2983,"We need a new world with a Jew-free Europe, and this can be achieved if we kill all the Jews.",JEWS
